Index,Row,Col,R,G,B
1071,10,71,39,123,83
1072,10,72,44,125,81
1073,10,73,48,125,83
1074,10,74,51,125,86
1075,10,75,52,125,89
1076,10,76,52,125,88
1077,10,77,52,126,88
1078,10,78,50,126,87
1079,10,79,47,127,82
1080,10,80,49,128,81
1081,10,81,51,125,84
1082,10,82,51,122,85
1083,10,83,48,121,84
1084,10,84,46,120,81
1085,10,85,47,117,76
1086,10,86,46,117,75
1087,10,87,47,116,74
1088,10,88,45,115,76
1089,10,89,42,115,79
1090,10,90,41,116,78
1091,10,91,43,113,75
1092,10,92,42,112,71
1093,10,93,42,107,70
1094,10,94,41,104,72
1095,10,95,36,109,70
1096,10,96,35,109,68
1097,10,97,37,105,67
1098,10,98,36,101,62
1099,10,99,33,100,60
1100,11,0,84,122,83
1101,11,1,83,123,83
1102,11,2,84,123,81
1103,11,3,79,123,82
1104,11,4,77,123,80
1105,11,5,78,121,81
1106,11,6,77,120,80
1107,11,7,73,120,74
1108,11,8,72,118,75
1109,11,9,69,115,74
1110,11,10,64,115,74
1111,11,11,65,111,73
1112,11,12,64,110,72
1113,11,13,63,110,70
1114,11,14,63,110,68
1115,11,15,64,109,67
1116,11,16,62,109,68
1117,11,17,59,112,67
1118,11,18,63,113,71
1119,11,19,64,114,74
1120,11,20,66,116,75
1121,11,21,69,116,77
1122,11,22,71,114,80
1123,11,23,69,117,78
1124,11,24,70,117,76
1125,11,25,71,117,74
1126,11,26,71,115,72
1127,11,27,67,115,74
1128,11,28,62,114,75
1129,11,29,63,114,75
1130,11,30,64,112,73
1131,11,31,65,110,73
1132,11,32,62,110,72
1133,11,33,56,112,71
1134,11,34,52,111,73
1135,11,35,54,110,71
1136,11,36,55,110,71
1137,11,37,59,110,69
1138,11,38,60,108,69
1139,11,39,62,110,70
1140,11,40,61,111,69
1141,11,41,65,112,69
1142,11,42,67,113,68
1143,11,43,71,111,68
1144,11,44,72,109,70
1145,11,45,71,109,74
