R,G,B,Drought_AmbientTemp,Drought_ObjectTemp,Delta_T,CWSI
42,99,62,26.71,25.41,-1.3000000000000007,1.0
40,98,62,26.71,25.37,-1.34,0.986
39,100,61,26.71,25.41,-1.3000000000000007,1.0
37,102,64,26.71,25.37,-1.34,0.986
35,104,65,26.71,25.41,-1.3000000000000007,1.0
38,105,61,26.71,25.37,-1.34,0.986
38,108,65,26.71,25.41,-1.3000000000000007,1.0
37,109,67,26.71,25.37,-1.34,0.986
44,112,69,26.71,25.41,-1.3000000000000007,1.0
50,114,74,26.71,25.37,-1.34,0.986
56,117,77,26.71,25.41,-1.3000000000000007,1.0
61,125,82,26.71,25.37,-1.34,0.986
68,129,85,26.71,25.41,-1.3000000000000007,1.0
74,130,88,26.71,25.37,-1.34,0.986
74,133,96,26.71,25.41,-1.3000000000000007,1.0
82,132,97,26.71,25.37,-1.34,0.986
88,130,94,26.71,25.41,-1.3000000000000007,1.0
86,133,89,26.71,25.37,-1.34,0.986
84,135,92,26.71,25.41,-1.3000000000000007,1.0
83,132,95,26.71,25.37,-1.34,0.986
81,127,91,26.71,25.41,-1.3000000000000007,1.0
79,128,89,26.71,25.37,-1.34,0.986
78,124,90,26.71,25.41,-1.3000000000000007,1.0
77,121,92,26.71,25.37,-1.34,0.986
76,122,89,26.71,25.41,-1.3000000000000007,1.0
77,123,87,26.71,25.37,-1.34,0.986
78,123,85,26.71,25.41,-1.3000000000000007,1.0
79,122,88,26.71,25.37,-1.34,0.986
81,124,87,26.71,25.41,-1.3000000000000007,1.0
84,127,88,26.71,25.37,-1.34,0.986
85,128,90,26.71,25.41,-1.3000000000000007,1.0
87,128,90,26.71,25.37,-1.34,0.986
91,129,90,26.71,25.41,-1.3000000000000007,1.0
91,131,93,26.71,25.37,-1.34,0.986
84,132,94,26.71,25.41,-1.3000000000000007,1.0
81,133,94,26.71,25.37,-1.34,0.986
76,129,93,26.71,25.41,-1.3000000000000007,1.0
75,124,91,26.71,25.37,-1.34,0.986
74,123,87,26.71,25.41,-1.3000000000000007,1.0
69,122,83,26.71,25.37,-1.34,0.986
64,119,79,26.71,25.41,-1.3000000000000007,1.0
64,116,75,26.71,25.37,-1.34,0.986
59,115,75,26.71,25.41,-1.3000000000000007,1.0
58,113,76,26.71,25.37,-1.34,0.986
57,113,78,26.71,25.41,-1.3000000000000007,1.0
57,113,79,26.71,25.37,-1.34,0.986
54,117,81,26.71,25.41,-1.3000000000000007,1.0
56,121,80,26.71,25.37,-1.34,0.986
64,121,77,26.71,25.41,-1.3000000000000007,1.0
69,121,78,26.71,25.37,-1.34,0.986
71,122,82,26.71,25.41,-1.3000000000000007,1.0
74,122,84,26.71,25.37,-1.34,0.986
76,125,88,26.71,25.41,-1.3000000000000007,1.0
82,123,90,26.71,25.37,-1.34,0.986
85,121,90,26.71,25.41,-1.3000000000000007,1.0
54,106,62,26.71,25.37,-1.34,0.986
54,106,65,26.71,25.41,-1.3000000000000007,1.0
52,108,62,26.71,25.37,-1.34,0.986
55,107,64,26.71,25.41,-1.3000000000000007,1.0
56,107,63,26.71,25.37,-1.34,0.986
58,107,62,26.71,25.41,-1.3000000000000007,1.0
58,106,64,26.71,25.37,-1.34,0.986
58,107,65,26.71,25.41,-1.3000000000000007,1.0
57,109,68,26.71,25.37,-1.34,0.986
57,112,66,26.71,25.41,-1.3000000000000007,1.0
58,113,66,26.71,25.37,-1.34,0.986
58,115,71,26.71,25.41,-1.3000000000000007,1.0
58,117,74,26.71,25.37,-1.34,0.986
61,115,73,26.71,25.41,-1.3000000000000007,1.0
66,113,75,26.71,25.37,-1.34,0.986
65,114,81,26.71,25.41,-1.3000000000000007,1.0
65,115,83,26.71,25.37,-1.34,0.986
64,118,84,26.71,25.41,-1.3000000000000007,1.0
67,120,82,26.71,25.37,-1.34,0.986
74,118,81,26.71,25.41,-1.3000000000000007,1.0
69,122,83,26.71,25.37,-1.34,0.986
67,123,83,26.71,25.41,-1.3000000000000007,1.0
69,121,83,26.71,25.37,-1.34,0.986
72,120,85,26.71,25.41,-1.3000000000000007,1.0
73,120,86,26.71,25.37,-1.34,0.986
78,120,84,26.71,25.41,-1.3000000000000007,1.0
81,120,83,26.71,25.37,-1.34,0.986
81,121,81,26.71,25.41,-1.3000000000000007,1.0
83,122,85,26.71,25.37,-1.34,0.986
84,122,86,26.71,25.41,-1.3000000000000007,1.0
84,121,85,26.71,25.37,-1.34,0.986
81,123,82,26.71,25.41,-1.3000000000000007,1.0
80,122,80,26.71,25.37,-1.34,0.986
83,118,81,26.71,25.41,-1.3000000000000007,1.0
81,118,84,26.71,25.37,-1.34,0.986
78,115,80,26.71,25.41,-1.3000000000000007,1.0
76,114,76,26.71,25.37,-1.34,0.986
68,116,72,26.71,25.41,-1.3000000000000007,1.0
65,114,74,26.71,25.37,-1.34,0.986
65,110,75,26.71,25.41,-1.3000000000000007,1.0
61,108,72,26.71,25.37,-1.34,0.986
57,108,67,26.71,25.41,-1.3000000000000007,1.0
52,103,64,26.71,25.37,-1.34,0.986
47,99,61,26.71,25.41,-1.3000000000000007,1.0
44,98,61,26.71,25.37,-1.34,0.986
40,99,64,26.71,25.41,-1.3000000000000007,1.0
37,100,62,26.71,25.37,-1.34,0.986
33,103,63,26.71,25.41,-1.3000000000000007,1.0
35,103,63,26.71,25.37,-1.34,0.986
35,103,64,26.71,25.41,-1.3000000000000007,1.0
37,104,64,26.71,25.37,-1.34,0.986
40,106,67,26.71,25.41,-1.3000000000000007,1.0
40,112,65,26.71,25.37,-1.34,0.986
47,117,71,26.71,25.41,-1.3000000000000007,1.0
50,120,71,26.71,25.37,-1.34,0.986
57,127,78,26.71,25.41,-1.3000000000000007,1.0
63,127,82,26.71,25.37,-1.34,0.986
71,130,85,26.71,25.41,-1.3000000000000007,1.0
78,130,87,26.71,25.37,-1.34,0.986
80,133,89,26.71,25.41,-1.3000000000000007,1.0
83,132,92,26.71,25.37,-1.34,0.986
87,131,95,26.71,25.41,-1.3000000000000007,1.0
87,134,96,26.71,25.37,-1.34,0.986
84,136,95,26.71,25.41,-1.3000000000000007,1.0
80,133,94,26.71,25.37,-1.34,0.986
82,129,91,26.71,25.41,-1.3000000000000007,1.0
79,127,88,26.71,25.37,-1.34,0.986
76,125,90,26.71,25.41,-1.3000000000000007,1.0
73,124,91,26.71,25.37,-1.34,0.986
74,123,89,26.71,25.41,-1.3000000000000007,1.0
78,123,86,26.71,25.37,-1.34,0.986
80,123,82,26.71,25.41,-1.3000000000000007,1.0
81,122,87,26.71,25.37,-1.34,0.986
83,123,90,26.71,25.41,-1.3000000000000007,1.0
84,126,90,26.71,25.37,-1.34,0.986
85,127,89,26.71,25.41,-1.3000000000000007,1.0
86,130,95,26.71,25.37,-1.34,0.986
91,129,94,26.71,25.41,-1.3000000000000007,1.0
89,129,94,26.71,25.37,-1.34,0.986
82,133,95,26.71,25.41,-1.3000000000000007,1.0
79,133,95,26.71,25.37,-1.34,0.986
77,130,95,26.71,25.41,-1.3000000000000007,1.0
77,126,93,26.71,25.37,-1.34,0.986
74,126,90,26.71,25.41,-1.3000000000000007,1.0
68,123,83,26.71,25.37,-1.34,0.986
65,122,78,26.71,25.41,-1.3000000000000007,1.0
62,118,77,26.71,25.37,-1.34,0.986
62,115,75,26.71,25.41,-1.3000000000000007,1.0
60,115,74,26.71,25.37,-1.34,0.986
58,115,76,26.71,25.41,-1.3000000000000007,1.0
59,116,74,26.71,25.37,-1.34,0.986
58,118,76,26.71,25.41,-1.3000000000000007,1.0
61,120,72,26.71,25.37,-1.34,0.986
66,121,74,26.71,25.41,-1.3000000000000007,1.0
69,123,75,26.71,25.37,-1.34,0.986
75,122,79,26.71,25.41,-1.3000000000000007,1.0
76,125,84,26.71,25.37,-1.34,0.986
77,126,88,26.71,25.41,-1.3000000000000007,1.0
79,127,92,26.71,25.37,-1.34,0.986
83,126,94,26.71,25.41,-1.3000000000000007,1.0
53,105,62,26.71,25.37,-1.34,0.986
54,106,62,26.71,25.41,-1.3000000000000007,1.0
52,107,60,26.71,25.37,-1.34,0.986
53,108,63,26.71,25.41,-1.3000000000000007,1.0
57,106,62,26.71,25.37,-1.34,0.986
59,106,64,26.71,25.41,-1.3000000000000007,1.0
58,109,66,26.71,25.37,-1.34,0.986
58,110,66,26.71,25.41,-1.3000000000000007,1.0
59,111,70,26.71,25.37,-1.34,0.986
58,111,71,26.71,25.41,-1.3000000000000007,1.0
60,118,70,26.71,25.37,-1.34,0.986
62,117,70,26.71,25.41,-1.3000000000000007,1.0
62,117,72,26.71,25.37,-1.34,0.986
68,117,75,26.71,25.41,-1.3000000000000007,1.0
68,115,81,26.71,25.37,-1.34,0.986
73,116,81,26.71,25.41,-1.3000000000000007,1.0
73,119,82,26.71,25.37,-1.34,0.986
72,121,80,26.71,25.41,-1.3000000000000007,1.0
74,122,81,26.71,25.37,-1.34,0.986
74,121,81,26.71,25.41,-1.3000000000000007,1.0
73,123,85,26.71,25.37,-1.34,0.986
71,125,85,26.71,25.41,-1.3000000000000007,1.0
72,125,82,26.71,25.37,-1.34,0.986
76,122,86,26.71,25.41,-1.3000000000000007,1.0
77,121,87,26.71,25.37,-1.34,0.986
83,121,87,26.71,25.41,-1.3000000000000007,1.0
84,121,87,26.71,25.37,-1.34,0.986
83,121,85,26.71,25.41,-1.3000000000000007,1.0
83,121,89,26.71,25.37,-1.34,0.986
83,122,91,26.71,25.41,-1.3000000000000007,1.0
84,121,88,26.71,25.37,-1.34,0.986
82,122,84,26.71,25.41,-1.3000000000000007,1.0
83,121,81,26.71,25.37,-1.34,0.986
84,116,81,26.71,25.41,-1.3000000000000007,1.0
81,114,81,26.71,25.37,-1.34,0.986
76,115,78,26.71,25.41,-1.3000000000000007,1.0
76,114,76,26.71,25.37,-1.34,0.986
69,112,72,26.71,25.41,-1.3000000000000007,1.0
62,113,71,26.71,25.37,-1.34,0.986
60,112,71,26.71,25.41,-1.3000000000000007,1.0
56,108,68,26.71,25.37,-1.34,0.986
53,106,64,26.71,25.41,-1.3000000000000007,1.0
51,100,63,26.71,25.37,-1.34,0.986
46,99,60,26.71,25.41,-1.3000000000000007,1.0
43,98,62,26.71,25.37,-1.34,0.986
38,102,59,26.71,25.41,-1.3000000000000007,1.0
36,101,58,26.71,25.37,-1.34,0.986
33,100,61,26.71,25.41,-1.3000000000000007,1.0
33,101,64,26.71,25.37,-1.34,0.986
37,102,66,26.71,25.41,-1.3000000000000007,1.0
39,103,67,26.71,25.37,-1.34,0.986
40,107,68,26.71,25.41,-1.3000000000000007,1.0
43,112,70,26.71,25.37,-1.34,0.986
49,116,74,26.71,25.41,-1.3000000000000007,1.0
52,118,76,26.71,25.37,-1.34,0.986
56,125,78,26.71,25.41,-1.3000000000000007,1.0
67,128,84,26.71,25.37,-1.34,0.986
72,129,87,26.71,25.41,-1.3000000000000007,1.0
80,130,89,26.71,25.37,-1.34,0.986
86,130,87,26.71,25.41,-1.3000000000000007,1.0
86,132,93,26.71,25.37,-1.34,0.986
89,133,97,26.71,25.41,-1.3000000000000007,1.0
89,133,98,26.71,25.37,-1.34,0.986
88,134,96,26.71,25.41,-1.3000000000000007,1.0
82,133,94,26.71,25.37,-1.34,0.986
82,130,92,26.71,25.41,-1.3000000000000007,1.0
82,126,92,26.71,25.37,-1.34,0.986
75,126,91,26.71,25.41,-1.3000000000000007,1.0
72,126,86,26.71,25.37,-1.34,0.986
73,125,88,26.71,25.41,-1.3000000000000007,1.0
77,124,85,26.71,25.37,-1.34,0.986
78,123,87,26.71,25.41,-1.3000000000000007,1.0
80,123,89,26.71,25.37,-1.34,0.986
82,122,94,26.71,25.41,-1.3000000000000007,1.0
84,125,93,26.71,25.37,-1.34,0.986
83,128,93,26.71,25.41,-1.3000000000000007,1.0
84,131,96,26.71,25.37,-1.34,0.986
89,130,96,26.71,25.41,-1.3000000000000007,1.0
92,130,95,26.71,25.37,-1.34,0.986
85,131,97,26.71,25.41,-1.3000000000000007,1.0
81,131,95,26.71,25.37,-1.34,0.986
80,129,95,26.71,25.41,-1.3000000000000007,1.0
79,127,93,26.71,25.37,-1.34,0.986
79,125,89,26.71,25.41,-1.3000000000000007,1.0
74,123,85,26.71,25.37,-1.34,0.986
68,120,80,26.71,25.41,-1.3000000000000007,1.0
65,117,78,26.71,25.37,-1.34,0.986
64,114,75,26.71,25.41,-1.3000000000000007,1.0
61,114,74,26.71,25.37,-1.34,0.986
58,115,72,26.71,25.41,-1.3000000000000007,1.0
57,118,77,26.71,25.37,-1.34,0.986
58,119,77,26.71,25.41,-1.3000000000000007,1.0
61,120,78,26.71,25.37,-1.34,0.986
67,121,76,26.71,25.41,-1.3000000000000007,1.0
70,123,73,26.71,25.37,-1.34,0.986
79,123,78,26.71,25.41,-1.3000000000000007,1.0
80,124,81,26.71,25.37,-1.34,0.986
81,127,86,26.71,25.41,-1.3000000000000007,1.0
80,131,93,26.71,25.37,-1.34,0.986
82,129,98,26.71,25.41,-1.3000000000000007,1.0
55,103,65,26.71,25.37,-1.34,0.986
54,106,62,26.71,25.41,-1.3000000000000007,1.0
53,108,59,26.71,25.37,-1.34,0.986
56,106,62,26.71,25.41,-1.3000000000000007,1.0
56,108,66,26.71,25.37,-1.34,0.986
57,109,66,26.71,25.41,-1.3000000000000007,1.0
59,110,64,26.71,25.37,-1.34,0.986
60,113,65,26.71,25.41,-1.3000000000000007,1.0
61,113,68,26.71,25.37,-1.34,0.986
62,116,69,26.71,25.41,-1.3000000000000007,1.0
63,120,72,26.71,25.37,-1.34,0.986
66,118,73,26.71,25.41,-1.3000000000000007,1.0
69,118,73,26.71,25.37,-1.34,0.986
71,117,73,26.71,25.41,-1.3000000000000007,1.0
73,118,79,26.71,25.37,-1.34,0.986
76,119,82,26.71,25.41,-1.3000000000000007,1.0
79,120,81,26.71,25.37,-1.34,0.986
79,122,81,26.71,25.41,-1.3000000000000007,1.0
80,122,83,26.71,25.37,-1.34,0.986
78,124,87,26.71,25.41,-1.3000000000000007,1.0
76,125,89,26.71,25.37,-1.34,0.986
74,127,88,26.71,25.41,-1.3000000000000007,1.0
76,127,86,26.71,25.37,-1.34,0.986
79,126,85,26.71,25.41,-1.3000000000000007,1.0
80,124,86,26.71,25.37,-1.34,0.986
86,123,86,26.71,25.41,-1.3000000000000007,1.0
84,123,85,26.71,25.37,-1.34,0.986
83,123,87,26.71,25.41,-1.3000000000000007,1.0
82,122,91,26.71,25.37,-1.34,0.986
81,123,91,26.71,25.41,-1.3000000000000007,1.0
82,123,87,26.71,25.37,-1.34,0.986
82,122,81,26.71,25.41,-1.3000000000000007,1.0
83,119,76,26.71,25.37,-1.34,0.986
83,117,76,26.71,25.41,-1.3000000000000007,1.0
79,117,77,26.71,25.37,-1.34,0.986
77,116,76,26.71,25.41,-1.3000000000000007,1.0
73,113,75,26.71,25.37,-1.34,0.986
71,110,75,26.71,25.41,-1.3000000000000007,1.0
63,110,71,26.71,25.37,-1.34,0.986
57,110,70,26.71,25.41,-1.3000000000000007,1.0
54,107,67,26.71,25.37,-1.34,0.986
48,105,63,26.71,25.41,-1.3000000000000007,1.0
45,103,60,26.71,25.37,-1.34,0.986
42,100,58,26.71,25.41,-1.3000000000000007,1.0
41,99,58,26.71,25.37,-1.34,0.986
41,101,55,26.71,25.41,-1.3000000000000007,1.0
36,102,59,26.71,25.37,-1.34,0.986
35,100,60,26.71,25.41,-1.3000000000000007,1.0
32,103,62,26.71,25.37,-1.34,0.986
32,103,64,26.71,25.41,-1.3000000000000007,1.0
36,106,69,26.71,25.37,-1.34,0.986
37,110,69,26.71,25.41,-1.3000000000000007,1.0
41,114,71,26.71,25.37,-1.34,0.986
51,116,76,26.71,25.41,-1.3000000000000007,1.0
56,119,76,26.71,25.37,-1.34,0.986
65,127,81,26.71,25.41,-1.3000000000000007,1.0
71,127,85,26.71,25.37,-1.34,0.986
75,130,90,26.71,25.41,-1.3000000000000007,1.0
82,130,89,26.71,25.37,-1.34,0.986
88,128,93,26.71,25.41,-1.3000000000000007,1.0
91,129,97,26.71,25.37,-1.34,0.986
91,131,101,26.71,25.41,-1.3000000000000007,1.0
89,134,101,26.71,25.37,-1.34,0.986
88,133,100,26.71,25.41,-1.3000000000000007,1.0
88,131,94,26.71,25.37,-1.34,0.986
86,129,92,26.71,25.41,-1.3000000000000007,1.0
84,127,90,26.71,25.37,-1.34,0.986
78,125,87,26.71,25.41,-1.3000000000000007,1.0
76,125,85,26.71,25.37,-1.34,0.986
75,125,84,26.71,25.41,-1.3000000000000007,1.0
73,126,86,26.71,25.37,-1.34,0.986
75,125,88,26.71,25.41,-1.3000000000000007,1.0
76,125,89,26.71,25.37,-1.34,0.986
80,126,89,26.71,25.41,-1.3000000000000007,1.0
84,126,89,26.71,25.37,-1.34,0.986
85,129,92,26.71,25.41,-1.3000000000000007,1.0
88,130,94,26.71,25.37,-1.34,0.986
90,130,97,26.71,25.41,-1.3000000000000007,1.0
90,131,100,26.71,25.37,-1.34,0.986
90,130,98,26.71,25.41,-1.3000000000000007,1.0
85,131,95,26.71,25.37,-1.34,0.986
81,129,95,26.71,25.41,-1.3000000000000007,1.0
81,125,94,26.71,25.37,-1.34,0.986
77,124,91,26.71,25.41,-1.3000000000000007,1.0
73,122,87,26.71,25.37,-1.34,0.986
69,117,83,26.71,25.41,-1.3000000000000007,1.0
68,116,79,26.71,25.37,-1.34,0.986
65,114,74,26.71,25.41,-1.3000000000000007,1.0
61,113,75,26.71,25.37,-1.34,0.986
59,115,75,26.71,25.41,-1.3000000000000007,1.0
58,117,75,26.71,25.37,-1.34,0.986
57,119,77,26.71,25.41,-1.3000000000000007,1.0
61,120,77,26.71,25.37,-1.34,0.986
67,123,78,26.71,25.41,-1.3000000000000007,1.0
71,124,77,26.71,25.37,-1.34,0.986
76,125,79,26.71,25.41,-1.3000000000000007,1.0
80,127,82,26.71,25.37,-1.34,0.986
84,131,90,26.71,25.41,-1.3000000000000007,1.0
85,132,93,26.71,25.37,-1.34,0.986
85,132,94,26.71,25.41,-1.3000000000000007,1.0
52,106,61,26.71,25.37,-1.34,0.986
55,106,62,26.71,25.41,-1.3000000000000007,1.0
55,107,64,26.71,25.37,-1.34,0.986
57,107,64,26.71,25.41,-1.3000000000000007,1.0
59,108,65,26.71,25.37,-1.34,0.986
61,109,69,26.71,25.41,-1.3000000000000007,1.0
63,112,72,26.71,25.37,-1.34,0.986
64,112,67,26.71,25.41,-1.3000000000000007,1.0
67,114,72,26.71,25.37,-1.34,0.986
65,117,71,26.71,25.41,-1.3000000000000007,1.0
69,120,74,26.71,25.37,-1.34,0.986
71,121,77,26.71,25.41,-1.3000000000000007,1.0
77,118,76,26.71,25.37,-1.34,0.986
77,121,73,26.71,25.41,-1.3000000000000007,1.0
79,122,79,26.71,25.37,-1.34,0.986
79,121,80,26.71,25.41,-1.3000000000000007,1.0
81,123,81,26.71,25.37,-1.34,0.986
83,123,83,26.71,25.41,-1.3000000000000007,1.0
84,122,86,26.71,25.37,-1.34,0.986
83,125,87,26.71,25.41,-1.3000000000000007,1.0
81,128,86,26.71,25.37,-1.34,0.986
80,127,87,26.71,25.41,-1.3000000000000007,1.0
81,128,85,26.71,25.37,-1.34,0.986
85,127,83,26.71,25.41,-1.3000000000000007,1.0
84,125,86,26.71,25.37,-1.34,0.986
84,124,84,26.71,25.41,-1.3000000000000007,1.0
84,125,84,26.71,25.37,-1.34,0.986
82,124,87,26.71,25.41,-1.3000000000000007,1.0
83,123,89,26.71,25.37,-1.34,0.986
83,123,83,26.71,25.41,-1.3000000000000007,1.0
82,123,80,26.71,25.37,-1.34,0.986
81,120,79,26.71,25.41,-1.3000000000000007,1.0
82,118,76,26.71,25.37,-1.34,0.986
78,117,78,26.71,25.41,-1.3000000000000007,1.0
76,117,78,26.71,25.37,-1.34,0.986
75,115,76,26.71,25.41,-1.3000000000000007,1.0
69,114,74,26.71,25.37,-1.34,0.986
65,112,73,26.71,25.41,-1.3000000000000007,1.0
62,110,69,26.71,25.37,-1.34,0.986
57,109,68,26.71,25.41,-1.3000000000000007,1.0
54,106,61,26.71,25.37,-1.34,0.986
45,102,60,26.71,25.41,-1.3000000000000007,1.0
38,104,58,26.71,25.37,-1.34,0.986
39,100,57,26.71,25.41,-1.3000000000000007,1.0
36,97,58,26.71,25.37,-1.34,0.986
37,100,59,26.71,25.41,-1.3000000000000007,1.0
35,102,62,26.71,25.37,-1.34,0.986
36,103,59,26.71,25.41,-1.3000000000000007,1.0
33,103,61,26.71,25.37,-1.34,0.986
30,107,65,26.71,25.41,-1.3000000000000007,1.0
32,111,61,26.71,25.37,-1.34,0.986
39,112,66,26.71,25.41,-1.3000000000000007,1.0
42,118,78,26.71,25.37,-1.34,0.986
51,118,78,26.71,25.41,-1.3000000000000007,1.0
61,121,80,26.71,25.37,-1.34,0.986
66,126,81,26.71,25.41,-1.3000000000000007,1.0
72,128,85,26.71,25.37,-1.34,0.986
80,130,88,26.71,25.41,-1.3000000000000007,1.0
86,128,91,26.71,25.37,-1.34,0.986
89,128,95,26.71,25.41,-1.3000000000000007,1.0
93,129,101,26.71,25.37,-1.34,0.986
94,132,102,26.71,25.41,-1.3000000000000007,1.0
90,135,103,26.71,25.37,-1.34,0.986
89,133,99,26.71,25.41,-1.3000000000000007,1.0
90,130,96,26.71,25.37,-1.34,0.986
87,128,93,26.71,25.41,-1.3000000000000007,1.0
84,128,86,26.71,25.37,-1.34,0.986
79,128,82,26.71,25.41,-1.3000000000000007,1.0
77,125,82,26.71,25.37,-1.34,0.986
75,126,80,26.71,25.41,-1.3000000000000007,1.0
73,126,82,26.71,25.37,-1.34,0.986
76,126,83,26.71,25.41,-1.3000000000000007,1.0
75,127,84,26.71,25.37,-1.34,0.986
79,126,86,26.71,25.41,-1.3000000000000007,1.0
83,127,89,26.71,25.37,-1.34,0.986
85,129,93,26.71,25.41,-1.3000000000000007,1.0
90,128,92,26.71,25.37,-1.34,0.986
89,131,98,26.71,25.41,-1.3000000000000007,1.0
89,132,98,26.71,25.37,-1.34,0.986
91,131,95,26.71,25.41,-1.3000000000000007,1.0
86,132,96,26.71,25.37,-1.34,0.986
82,129,98,26.71,25.41,-1.3000000000000007,1.0
81,124,96,26.71,25.37,-1.34,0.986
78,124,94,26.71,25.41,-1.3000000000000007,1.0
73,121,88,26.71,25.37,-1.34,0.986
69,119,85,26.71,25.41,-1.3000000000000007,1.0
66,116,80,26.71,25.37,-1.34,0.986
64,115,73,26.71,25.41,-1.3000000000000007,1.0
61,113,73,26.71,25.37,-1.34,0.986
58,115,76,26.71,25.41,-1.3000000000000007,1.0
57,116,79,26.71,25.37,-1.34,0.986
57,119,75,26.71,25.41,-1.3000000000000007,1.0
62,122,77,26.71,25.37,-1.34,0.986
71,124,76,26.71,25.41,-1.3000000000000007,1.0
73,125,79,26.71,25.37,-1.34,0.986
74,129,83,26.71,25.41,-1.3000000000000007,1.0
78,130,84,26.71,25.37,-1.34,0.986
85,133,92,26.71,25.41,-1.3000000000000007,1.0
88,131,93,26.71,25.37,-1.34,0.986
92,133,92,26.71,25.41,-1.3000000000000007,1.0
52,109,61,26.71,25.37,-1.34,0.986
56,107,66,26.71,25.41,-1.3000000000000007,1.0
58,107,67,26.71,25.37,-1.34,0.986
58,109,66,26.71,25.41,-1.3000000000000007,1.0
60,110,69,26.71,25.37,-1.34,0.986
64,110,71,26.71,25.41,-1.3000000000000007,1.0
68,110,72,26.71,25.37,-1.34,0.986
68,113,73,26.71,25.41,-1.3000000000000007,1.0
71,114,76,26.71,25.37,-1.34,0.986
73,116,77,26.71,25.41,-1.3000000000000007,1.0
76,118,78,26.71,25.37,-1.34,0.986
77,119,79,26.71,25.41,-1.3000000000000007,1.0
79,119,79,26.71,25.37,-1.34,0.986
83,121,80,26.71,25.41,-1.3000000000000007,1.0
81,124,82,26.71,25.37,-1.34,0.986
82,124,81,26.71,25.41,-1.3000000000000007,1.0
84,127,82,26.71,25.37,-1.34,0.986
82,127,82,26.71,25.41,-1.3000000000000007,1.0
84,125,88,26.71,25.37,-1.34,0.986
87,126,88,26.71,25.41,-1.3000000000000007,1.0
86,127,85,26.71,25.37,-1.34,0.986
86,127,85,26.71,25.41,-1.3000000000000007,1.0
86,128,84,26.71,25.37,-1.34,0.986
87,128,85,26.71,25.41,-1.3000000000000007,1.0
85,126,85,26.71,25.37,-1.34,0.986
85,126,85,26.71,25.41,-1.3000000000000007,1.0
84,124,87,26.71,25.37,-1.34,0.986
82,124,86,26.71,25.41,-1.3000000000000007,1.0
84,122,85,26.71,25.37,-1.34,0.986
82,124,79,26.71,25.41,-1.3000000000000007,1.0
79,122,81,26.71,25.37,-1.34,0.986
79,119,80,26.71,25.41,-1.3000000000000007,1.0
79,116,79,26.71,25.37,-1.34,0.986
78,114,76,26.71,25.41,-1.3000000000000007,1.0
75,113,77,26.71,25.37,-1.34,0.986
73,111,77,26.71,25.41,-1.3000000000000007,1.0
65,111,76,26.71,25.37,-1.34,0.986
63,108,72,26.71,25.41,-1.3000000000000007,1.0
57,109,68,26.71,25.37,-1.34,0.986
50,108,66,26.71,25.41,-1.3000000000000007,1.0
46,101,66,26.71,25.37,-1.34,0.986
42,100,57,26.71,25.41,-1.3000000000000007,1.0
36,101,56,26.71,25.37,-1.34,0.986
37,101,57,26.71,25.41,-1.3000000000000007,1.0
38,97,57,26.71,25.37,-1.34,0.986
35,100,60,26.71,25.41,-1.3000000000000007,1.0
33,100,62,26.71,25.37,-1.34,0.986
31,102,60,26.71,25.41,-1.3000000000000007,1.0
30,105,63,26.71,25.37,-1.34,0.986
32,107,67,26.71,25.41,-1.3000000000000007,1.0
35,112,65,26.71,25.37,-1.34,0.986
43,114,69,26.71,25.41,-1.3000000000000007,1.0
48,117,78,26.71,25.37,-1.34,0.986
55,119,79,26.71,25.41,-1.3000000000000007,1.0
62,124,81,26.71,25.37,-1.34,0.986
68,126,85,26.71,25.41,-1.3000000000000007,1.0
75,128,86,26.71,25.37,-1.34,0.986
81,130,88,26.71,25.41,-1.3000000000000007,1.0
86,129,92,26.71,25.37,-1.34,0.986
87,129,97,26.71,25.41,-1.3000000000000007,1.0
93,131,99,26.71,25.37,-1.34,0.986
95,133,99,26.71,25.41,-1.3000000000000007,1.0
90,135,103,26.71,25.37,-1.34,0.986
91,134,99,26.71,25.41,-1.3000000000000007,1.0
87,133,96,26.71,25.37,-1.34,0.986
84,130,94,26.71,25.41,-1.3000000000000007,1.0
80,130,90,26.71,25.37,-1.34,0.986
77,130,85,26.71,25.41,-1.3000000000000007,1.0
77,126,83,26.71,25.37,-1.34,0.986
77,125,82,26.71,25.41,-1.3000000000000007,1.0
77,126,82,26.71,25.37,-1.34,0.986
75,127,82,26.71,25.41,-1.3000000000000007,1.0
72,128,89,26.71,25.37,-1.34,0.986
80,124,87,26.71,25.41,-1.3000000000000007,1.0
82,127,89,26.71,25.37,-1.34,0.986
84,129,92,26.71,25.41,-1.3000000000000007,1.0
86,131,95,26.71,25.37,-1.34,0.986
88,131,96,26.71,25.41,-1.3000000000000007,1.0
90,134,94,26.71,25.37,-1.34,0.986
92,133,93,26.71,25.41,-1.3000000000000007,1.0
88,134,95,26.71,25.37,-1.34,0.986
83,131,101,26.71,25.41,-1.3000000000000007,1.0
82,127,97,26.71,25.37,-1.34,0.986
80,126,89,26.71,25.41,-1.3000000000000007,1.0
75,122,83,26.71,25.37,-1.34,0.986
72,120,84,26.71,25.41,-1.3000000000000007,1.0
68,118,81,26.71,25.37,-1.34,0.986
64,116,77,26.71,25.41,-1.3000000000000007,1.0
59,118,74,26.71,25.37,-1.34,0.986
57,116,76,26.71,25.41,-1.3000000000000007,1.0
57,117,79,26.71,25.37,-1.34,0.986
59,118,75,26.71,25.41,-1.3000000000000007,1.0
